,article_id,challenging,no_effect,reinforcing,split_label,concat_results,concat_results_binary,majority,distribution_CRNe
199,1676761.txt,1.0,0.0,2.0,train,120,TrueTrueFalse,reinforcing,"[0.333, 0.667, 0.0]"
200,1677057.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
201,1677322.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
202,1677325.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
203,1678205.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
204,1678664.txt,2.0,1.0,0.0,train,201,TrueFalseTrue,challenging,"[0.667, 0.0, 0.333]"
205,1678834.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
206,1679927.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
207,1680131.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
208,1680345.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
209,1680349.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
210,1680635.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
211,1680636.txt,1.0,0.0,2.0,train,120,TrueTrueFalse,reinforcing,"[0.333, 0.667, 0.0]"
212,1682080.txt,0.0,3.0,0.0,train,003,FalseFalseTrue,no_effect,"[0.0, 0.0, 1.0]"
213,1682081.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
214,1682337.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
215,1682364.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
216,1682597.txt,2.0,0.0,1.0,train,210,TrueTrueFalse,challenging,"[0.667, 0.333, 0.0]"
217,1683429.txt,1.0,0.0,2.0,train,120,TrueTrueFalse,reinforcing,"[0.333, 0.667, 0.0]"
218,1683431.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
219,1683506.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
220,1683508.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
221,1684005.txt,1.0,2.0,0.0,train,102,TrueFalseTrue,no_effect,"[0.333, 0.0, 0.667]"
222,1684006.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
223,1684103.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
224,1684108.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
225,1685109.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
226,1685735.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
227,1685736.txt,1.0,0.0,2.0,train,120,TrueTrueFalse,reinforcing,"[0.333, 0.667, 0.0]"
228,1686578.txt,1.0,0.0,2.0,train,120,TrueTrueFalse,reinforcing,"[0.333, 0.667, 0.0]"
229,1686689.txt,2.0,0.0,1.0,train,210,TrueTrueFalse,challenging,"[0.667, 0.333, 0.0]"
230,1686919.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
231,1687205.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
232,1687472.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
233,1688384.txt,1.0,0.0,2.0,train,120,TrueTrueFalse,reinforcing,"[0.333, 0.667, 0.0]"
234,1688606.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
235,1688608.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
236,1688938.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
237,1688939.txt,1.0,0.0,2.0,train,120,TrueTrueFalse,reinforcing,"[0.333, 0.667, 0.0]"
238,1689126.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
239,1689127.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
240,1689974.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
241,1690129.txt,2.0,1.0,0.0,train,201,TrueFalseTrue,challenging,"[0.667, 0.0, 0.333]"
242,1690131.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
243,1690315.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
244,1690317.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
245,1690553.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
246,1690554.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
247,1690824.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
248,1690826.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
249,1691684.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
250,1691686.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
251,1691840.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
252,1691841.txt,3.0,0.0,0.0,train,300,TrueFalseFalse,challenging,"[1.0, 0.0, 0.0]"
253,1692082.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
254,1692083.txt,1.0,2.0,0.0,train,102,TrueFalseTrue,no_effect,"[0.333, 0.0, 0.667]"
255,1692293.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
256,1692296.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
257,1692524.txt,1.0,0.0,2.0,train,120,TrueTrueFalse,reinforcing,"[0.333, 0.667, 0.0]"
258,1693488.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
259,1693703.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
260,1693956.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
261,1694155.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
262,1694157.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
263,1695022.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
264,1695196.txt,1.0,0.0,2.0,train,120,TrueTrueFalse,reinforcing,"[0.333, 0.667, 0.0]"
265,1695197.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
266,1695398.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
267,1695400.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
268,1695804.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
269,1696966.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
270,1696967.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
271,1697144.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
272,1697145.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
273,1697367.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
274,1697369.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
275,1698360.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
276,1698567.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
277,1698568.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
278,1698569.txt,1.0,0.0,2.0,train,120,TrueTrueFalse,reinforcing,"[0.333, 0.667, 0.0]"
279,1698793.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
280,1700114.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
281,1700341.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
282,1700342.txt,1.0,0.0,2.0,train,120,TrueTrueFalse,reinforcing,"[0.333, 0.667, 0.0]"
283,1700343.txt,1.0,0.0,2.0,train,120,TrueTrueFalse,reinforcing,"[0.333, 0.667, 0.0]"
284,1700572.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
285,1700573.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
286,1701533.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
287,1701711.txt,1.0,0.0,2.0,train,120,TrueTrueFalse,reinforcing,"[0.333, 0.667, 0.0]"
288,1701712.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
289,1702471.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
290,1702472.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
291,1703657.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
292,1703658.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
293,1703896.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
294,1703898.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
295,1704104.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
296,1704105.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
297,1705552.txt,1.0,0.0,2.0,train,120,TrueTrueFalse,reinforcing,"[0.333, 0.667, 0.0]"
298,1705817.txt,0.0,3.0,0.0,train,003,FalseFalseTrue,no_effect,"[0.0, 0.0, 1.0]"
299,1706049.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
300,1706936.txt,1.0,0.0,2.0,train,120,TrueTrueFalse,reinforcing,"[0.333, 0.667, 0.0]"
301,1706937.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
302,1707132.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
303,1707328.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
304,1707329.txt,1.0,0.0,2.0,train,120,TrueTrueFalse,reinforcing,"[0.333, 0.667, 0.0]"
305,1707578.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
306,1707871.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
307,1708815.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
308,1708890.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
309,1709092.txt,2.0,1.0,0.0,train,201,TrueFalseTrue,challenging,"[0.667, 0.0, 0.333]"
310,1709093.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
311,1709518.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
312,1710401.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
313,1710557.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
314,1710558.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
315,1710559.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
316,1710770.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
317,1711254.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
318,1712276.txt,0.0,3.0,0.0,train,003,FalseFalseTrue,no_effect,"[0.0, 0.0, 1.0]"
319,1712278.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
320,1712751.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
321,1712752.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
322,1713042.txt,1.0,0.0,2.0,train,120,TrueTrueFalse,reinforcing,"[0.333, 0.667, 0.0]"
323,1713893.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
324,1714337.txt,2.0,0.0,1.0,train,210,TrueTrueFalse,challenging,"[0.667, 0.333, 0.0]"
325,1714808.txt,3.0,0.0,0.0,train,300,TrueFalseFalse,challenging,"[1.0, 0.0, 0.0]"
326,1715766.txt,1.0,0.0,2.0,train,120,TrueTrueFalse,reinforcing,"[0.333, 0.667, 0.0]"
327,1715949.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
328,1716223.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
329,1716224.txt,2.0,0.0,1.0,train,210,TrueTrueFalse,challenging,"[0.667, 0.333, 0.0]"
330,1716396.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
331,1716685.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
332,1716687.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
333,1717576.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
334,1718227.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
335,1718228.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
336,1718469.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
337,1719368.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
338,1719545.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
339,1719547.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
340,1719768.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
341,1720894.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
342,1721070.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
343,1721282.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
344,1721283.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
345,1721721.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
346,1721722.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
347,1722640.txt,1.0,0.0,2.0,train,120,TrueTrueFalse,reinforcing,"[0.333, 0.667, 0.0]"
348,1722828.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
349,1723264.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
350,1723471.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
351,1724607.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
352,1725082.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
353,1725310.txt,1.0,0.0,2.0,train,120,TrueTrueFalse,reinforcing,"[0.333, 0.667, 0.0]"
354,1725312.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
355,1726107.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
356,1726295.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
357,1726502.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
358,1726505.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
359,1726728.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
360,1726912.txt,1.0,0.0,2.0,train,120,TrueTrueFalse,reinforcing,"[0.333, 0.667, 0.0]"
361,1726913.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
362,1727837.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
363,1736948.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
364,1737001.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
365,1737394.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
366,1737396.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
367,1738759.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
368,1738760.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
369,1740531.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
370,1740534.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
371,1741150.txt,1.0,0.0,2.0,train,120,TrueTrueFalse,reinforcing,"[0.333, 0.667, 0.0]"
372,1741151.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
373,1742594.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
374,1742656.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
375,1742722.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
376,1744037.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
377,1744408.txt,1.0,0.0,2.0,train,120,TrueTrueFalse,reinforcing,"[0.333, 0.667, 0.0]"
378,1744435.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
379,1744436.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
380,1745746.txt,1.0,0.0,2.0,train,120,TrueTrueFalse,reinforcing,"[0.333, 0.667, 0.0]"
381,1745747.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
382,1746264.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
383,1747588.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
384,1747589.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
385,1747905.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
386,1747944.txt,1.0,0.0,2.0,train,120,TrueTrueFalse,reinforcing,"[0.333, 0.667, 0.0]"
387,1748065.txt,0.0,3.0,0.0,train,003,FalseFalseTrue,no_effect,"[0.0, 0.0, 1.0]"
388,1749347.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
389,1749651.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
390,1749674.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
391,1749766.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
392,1749767.txt,1.0,0.0,2.0,train,120,TrueTrueFalse,reinforcing,"[0.333, 0.667, 0.0]"
393,1749823.txt,1.0,0.0,2.0,train,120,TrueTrueFalse,reinforcing,"[0.333, 0.667, 0.0]"
394,1751073.txt,1.0,0.0,2.0,train,120,TrueTrueFalse,reinforcing,"[0.333, 0.667, 0.0]"
395,1751076.txt,0.0,3.0,0.0,train,003,FalseFalseTrue,no_effect,"[0.0, 0.0, 1.0]"
396,1751451.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
397,1751587.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
398,1752831.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
